Assuming page size is 4 KB
8
8

Global5: Global memory latency for 128 KB stride.
   Array size (KB), latency (clocks)
   82304, 217.572266
   82432, 217.401172
   82560, 217.519922
   82688, 217.294141
   82816, 217.458203
   82944, 217.917578
   83072, 217.537891
   83200, 217.449219
   83328, 216.994922
   83456, 217.300391
   83584, 217.541406
   83712, 217.368750
   83840, 217.523047
   83968, 217.445703
   84096, 217.519922
   84224, 217.248047
   84352, 217.549219
   84480, 217.358984
   84608, 217.471484
   84736, 217.410156
   84864, 217.616406
   84992, 217.335156
   85120, 216.878516
   85248, 217.363281
   85376, 217.558984
   85504, 217.356641
   85632, 217.172266
   85760, 217.324609
   85888, 217.553906
   86016, 217.346484
   86144, 217.229297
   86272, 217.291406
   86400, 217.530859
   86528, 217.265625
   86656, 216.986719
   86784, 217.407031
   86912, 217.549609
   87040, 217.278125
   87168, 217.557031
   87296, 217.397266
   87424, 217.574609
   87552, 217.296484
   87680, 217.501953
   87808, 217.015625
   87936, 217.496094
   88064, 217.251172
   88192, 217.562109
   88320, 217.310156
   88448, 217.295312
   88576, 217.353516
   88704, 217.487109
   88832, 217.317969
   88960, 217.578516
   89088, 216.506641
   89216, 217.587500
   89344, 217.302734
   89472, 217.512891
   89600, 217.363281
   89728, 217.612500
   89856, 217.832422
   89984, 217.562891
   90112, 217.402344
   90240, 217.598437
   90368, 217.355469
   90496, 217.544141
   90624, 218.067187
   90752, 217.598437
   90880, 217.363672
   91008, 217.557422
   91136, 217.309766
   91264, 217.505469
   91392, 216.933984
   91520, 217.580078
   91648, 217.380078
   91776, 217.478516
   91904, 217.315234
   92032, 217.609375
   92160, 217.319922
   92288, 217.550391
   92416, 217.226172
   92544, 217.521875
   92672, 217.415234
   92800, 217.510156
   92928, 217.266797
   93056, 217.636328
   93184, 217.351562
   93312, 217.533203
   93440, 216.686328
   93568, 218.286328
   93696, 217.373047
   93824, 217.489453
   93952, 217.329297
   94080, 217.600000
   94208, 217.448438
   94336, 217.608203
   94464, 217.312500
   94592, 217.560156
   94720, 217.350391
   94848, 216.455469
   94976, 217.072656
   95104, 217.664062
   95232, 217.349609
   95360, 217.578906
   95488, 217.378906
   95616, 217.623437
   95744, 217.362109
   95872, 217.577734
   96000, 217.330078
   96128, 217.580859
   96256, 217.360938
   96384, 217.496094
   96512, 217.367578
   96640, 217.588281
   96768, 217.352734
   96896, 217.485547
   97024, 217.337109
   97152, 216.633984
   97280, 216.722656
   97408, 217.173047
   97536, 217.191797
   97664, 218.300391
   97792, 217.677344
   97920, 217.526953
   98048, 217.368359
   98176, 217.600000
   98304, 217.372266
   98432, 217.533594
   98560, 217.358594
   98688, 217.598047
   98816, 217.286328
   98944, 217.558203
